1.494211051613092422e-02,-8.775240741670131683e-03,7.813185453414916992e-01,9.998193383216857910e-01,1.180132199078798294e-02,-1.489375997334718704e-02,-3.725968708749860525e-04,9.225159138441085815e-02,1.160290017724037170e-01,2.361679673194885254e-01,1.409295201301574707e-01,-1.554166674613952637e-01,-1.294331103563308716e-01,1.323738992214202881e-01,-1.576765179634094238e-01,-3.414557278156280518e-01,1.394536942243576050e-01,-2.273187786340713501e-01,1.208161711692810059e-01,-3.717388585209846497e-02,-1.680115982890129089e-02,9.963227808475494385e-02,4.691329970955848694e-02,3.371030986309051514e-01,-6.040352582931518555e-01,1.102460741996765137e+00,1.782228201627731323e-01,-6.752207130193710327e-02,-2.103337273001670837e-02,-6.158138439059257507e-02,-2.808638215065002441e-01,6.861690878868103027e-01,1.151337146759033203e+00,-1.313152462244033813e-01,-2.083326317369937897e-02,3.317136690020561218e-02
1.530170068144798279e-02,-8.932927623391151428e-03,7.812132239341735840e-01,9.998077154159545898e-01,1.191417872905731201e-02,-1.557005662471055984e-02,3.297217190265655518e-04,9.445450454950332642e-02,1.156931072473526001e-01,2.343262284994125366e-01,1.405153721570968628e-01,-1.581752449274063110e-01,-1.298584789037704468e-01,1.354243755340576172e-01,-1.579482108354568481e-01,-3.437307775020599365e-01,1.398085504770278931e-01,-2.284927815198898315e-01,1.217824295163154602e-01,-3.629429638385772705e-02,-1.618223637342453003e-02,9.781213849782943726e-02,4.932162538170814514e-02,3.352635204792022705e-01,-6.024175286293029785e-01,1.101035356521606445e+00,1.791410446166992188e-01,-6.726545840501785278e-02,-2.348341979086399078e-02,-5.776833370327949524e-02,-2.789602279663085938e-01,6.814206242561340332e-01,1.147261381149291992e+00,-1.275715529918670654e-01,-2.132360637187957764e-02,3.365814313292503357e-02
1.574579253792762756e-02,-9.089239872992038727e-03,7.810055613517761230e-01,9.997971653938293457e-01,1.205122750252485275e-02,-1.608842983841896057e-02,1.279075979255139828e-03,9.595594555139541626e-02,1.151722148060798645e-01,2.323160469532012939e-01,1.406565010547637939e-01,-1.597732305526733398e-01,-1.297821849584579468e-01,1.383355706930160522e-01,-1.584985405206680298e-01,-3.466583788394927979e-01,1.400735825300216675e-01,-2.296572923660278320e-01,1.223075687885284424e-01,-3.644226491451263428e-02,-1.578927598893642426e-02,9.601236134767532349e-02,5.182333290576934814e-02,3.329308032989501953e-01,-6.001049876213073730e-01,1.099769592285156250e+00,1.811110824346542358e-01,-6.749166548252105713e-02,-2.545524761080741882e-02,-5.407513305544853210e-02,-2.758918106555938721e-01,6.773945093154907227e-01,1.143757700920104980e+00,-1.222604587674140930e-01,-2.187411487102508545e-02,3.419353812932968140e-02
1.632555574178695679e-02,-9.165100753307342529e-03,7.808050513267517090e-01,9.997848868370056152e-01,1.222506538033485413e-02,-1.660342700779438019e-02,2.258531516417860985e-03,9.752705693244934082e-02,1.145811527967453003e-01,2.302478849887847900e-01,1.405753791332244873e-01,-1.610550880432128906e-01,-1.294266581535339355e-01,1.414275467395782471e-01,-1.588873863220214844e-01,-3.496758043766021729e-01,1.400538980960845947e-01,-2.309963256120681763e-01,1.227747127413749695e-01,-3.679183125495910645e-02,-1.592619158327579498e-02,9.406413137912750244e-02,5.426651239395141602e-02,3.304831981658935547e-01,-5.982689261436462402e-01,1.099286198616027832e+00,1.825756579637527466e-01,-6.680924445390701294e-02,-2.586125768721103668e-02,-4.986232146620750427e-02,-2.716247737407684326e-01,6.738412976264953613e-01,1.140811681747436523e+00,-1.170538589358329773e-01,-2.243562974035739899e-02,3.433666005730628967e-02
1.697992719709873199e-02,-9.206298738718032837e-03,7.806204557418823242e-01,9.997735619544982910e-01,1.234444137662649155e-02,-1.704791933298110962e-02,3.143195295706391335e-03,9.901592135429382324e-02,1.141728162765502930e-01,2.284765243530273438e-01,1.400201618671417236e-01,-1.620832681655883789e-01,-1.292577981948852539e-01,1.441491246223449707e-01,-1.589314490556716919e-01,-3.516860306262969971e-01,1.399221867322921753e-01,-2.322328388690948486e-01,1.230693310499191284e-01,-3.709086775779724121e-02,-1.629691943526268005e-02,9.210546314716339111e-02,5.569323152303695679e-02,3.281751275062561035e-01,-5.968828797340393066e-01,1.099517464637756348e+00,1.815812885761260986e-01,-6.588859111070632935e-02,-2.489960379898548126e-02,-4.533018171787261963e-02,-2.668340206146240234e-01,6.708458662033081055e-01,1.138478040695190430e+00,-1.132285594940185547e-01,-2.295690774917602539e-02,3.454210981726646423e-02
1.771032996475696564e-02,-9.172547608613967896e-03,7.804573774337768555e-01,9.997635483741760254e-01,1.243685558438301086e-02,-1.740822941064834595e-02,3.893408924341201782e-03,1.004211977124214172e-01,1.137647628784179688e-01,2.267823815345764160e-01,1.391166895627975464e-01,-1.628236025571823120e-01,-1.292249858379364014e-01,1.468035727739334106e-01,-1.587794721126556396e-01,-3.529417812824249268e-01,1.394585818052291870e-01,-2.331949919462203979e-01,1.234205216169357300e-01,-3.755066916346549988e-02,-1.687834970653057098e-02,9.013350307941436768e-02,5.629841983318328857e-02,3.262713849544525146e-01,-5.960384011268615723e-01,1.100064277648925781e+00,1.795296221971511841e-01,-6.517811119556427002e-02,-2.379590459167957306e-02,-4.082107171416282654e-02,-2.617268264293670654e-01,6.690062284469604492e-01,1.137158393859863281e+00,-1.112598329782485962e-01,-2.345531433820724487e-02,3.493915870785713196e-02
1.842197217047214508e-02,-9.097563102841377258e-03,7.803654670715332031e-01,9.997565150260925293e-01,1.253212708979845047e-02,-1.760848611593246460e-02,4.446988459676504135e-03,1.012514680624008179e-01,1.132690310478210449e-01,2.253595590591430664e-01,1.383898258209228516e-01,-1.632918119430541992e-01,-1.292174607515335083e-01,1.489745378494262695e-01,-1.586901694536209106e-01,-3.537207841873168945e-01,1.387534737586975098e-01,-2.337876856327056885e-01,1.237810626626014709e-01,-3.802691400051116943e-02,-1.757694967091083527e-02,8.840359747409820557e-02,5.629624053835868835e-02,3.249215483665466309e-01,-5.953446626663208008e-01,1.100747823715209961e+00,1.780388504266738892e-01,-6.515775620937347412e-02,-2.267210558056831360e-02,-3.676503151655197144e-02,-2.569129168987274170e-01,6.678919196128845215e-01,1.137348532676696777e+00,-1.111219823360443115e-01,-2.441905438899993896e-02,3.553743660449981689e-02
1.909613236784934998e-02,-9.064620360732078552e-03,7.802848219871520996e-01,9.997521638870239258e-01,1.261586137115955353e-02,-1.768302731215953827e-02,4.870265722274780273e-03,1.016189381480216980e-01,1.127401888370513916e-01,2.241806983947753906e-01,1.379491686820983887e-01,-1.637702882289886475e-01,-1.292015612125396729e-01,1.507087051868438721e-01,-1.585806459188461304e-01,-3.538095057010650635e-01,1.379953473806381226e-01,-2.341298758983612061e-01,1.241820454597473145e-01,-3.864121809601783752e-02,-1.831885799765586853e-02,8.687342703342437744e-02,5.575534701347351074e-02,3.239217400550842285e-01,-5.946395993232727051e-01,1.101478219032287598e+00,1.759804487228393555e-01,-6.552158296108245850e-02,-2.177945710718631744e-02,-3.292970731854438782e-02,-2.525205314159393311e-01,6.668756008148193359e-01,1.138937830924987793e+00,-1.122719198465347290e-01,-2.543410286307334900e-02,3.648189827799797058e-02
1.960569992661476135e-02,-8.848858065903186798e-03,7.801890969276428223e-01,9.997493028640747070e-01,1.266585197299718857e-02,-1.772424392402172089e-02,5.169293377548456192e-03,1.020190864801406860e-01,1.122926324605941772e-01,2.234460860490798950e-01,1.376389712095260620e-01,-1.643522977828979492e-01,-1.292315125465393066e-01,1.521832942962646484e-01,-1.585322320461273193e-01,-3.534091711044311523e-01,1.373588144779205322e-01,-2.343474179506301880e-01,1.245782673358917236e-01,-3.926063328981399536e-02,-1.899179629981517792e-02,8.559969812631607056e-02,5.515130236744880676e-02,3.230980932712554932e-01,-5.941974520683288574e-01,1.102112054824829102e+00,1.737337112426757812e-01,-6.607636064291000366e-02,-2.115597575902938843e-02,-2.934463135898113251e-02,-2.485582232475280762e-01,6.661751866340637207e-01,1.141330003738403320e+00,-1.132650151848793030e-01,-2.600858174264431000e-02,3.781612217426300049e-02
2.017771080136299133e-02,-8.801717311143875122e-03,7.800831198692321777e-01,9.997482299804687500e-01,1.267191208899021149e-02,-1.774518191814422607e-02,5.300624296069145203e-03,1.026028618216514587e-01,1.119076386094093323e-01,2.231642305850982666e-01,1.373404413461685181e-01,-1.648144274950027466e-01,-1.293054223060607910e-01,1.532043814659118652e-01,-1.586007773876190186e-01,-3.530501425266265869e-01,1.369198262691497803e-01,-2.344275712966918945e-01,1.248379647731781006e-01,-3.988655656576156616e-02,-1.949300058186054230e-02,8.474472910165786743e-02,5.475505813956260681e-02,3.224580883979797363e-01,-5.937857031822204590e-01,1.102588534355163574e+00,1.715822219848632812e-01,-6.618020683526992798e-02,-2.053527347743511200e-02,-2.639221586287021637e-02,-2.454129457473754883e-01,6.658573746681213379e-01,1.143717527389526367e+00,-1.122376620769500732e-01,-2.623295038938522339e-02,3.861299529671669006e-02
